Agency Name,Program Name,Populations Served,Agency Phone,Program Phone,Program Address 1,Program City,Program State,Program Zip,Program County,Program Region,Program Type Description,Program Category Description,Program Subcategory Description,Complete Address,lat,lon
Rehabilitation Support Services Inc.,RSS - Pleasant Street Residence,Adults,(518)464-1511,Not Available,Not Reported,Not Reported,NY,Not Reported,Sullivan,Hudson River,Congregate/Treatment,Residential,Treatment Program,Not Reported Not Reported Sullivan NY US Not Reported,"NA","NA"
Rehabilitation Support Services Inc.,RSS - Revonah Hill Residence,Adults,(518)464-1511,Not Available,Not Reported,Not Reported,NY,Not Reported,Sullivan,Hudson River,Congregate/Treatment,Residential,Treatment Program,Not Reported Not Reported Sullivan NY US Not Reported,"NA","NA"
Rehabilitation Support Services Inc.,RSS - Sullivan Apartments,Adults,(518)464-1511,Not Available,Not Reported,Not Reported,NY,Not Reported,Sullivan,Hudson River,Apartment/Treatment,Residential,Treatment Program,Not Reported Not Reported Sullivan NY US Not Reported,"NA","NA"
Rehabilitation Support Services Inc.,RSS Supp Housing/RCE SH Sullivan Cty - Comm Svcs,Adults,(518)464-1511,Not Available,Not Reported,Not Reported,NY,Not Reported,Sullivan,Hudson River,Supported Housing Community Services,Residential,Unlicensed Housing,Not Reported Not Reported Sullivan NY US Not Reported,"NA","NA"
Rehabilitation Support Services Inc.,RSS Supp Housing/Transformation Sullivan Cty - Comm Svcs,Adults,(518)464-1511,Not Available,Not Reported,Not Reported,NY,Not Reported,Sullivan,Hudson River,Supported Housing Community Services,Residential,Unlicensed Housing,Not Reported Not Reported Sullivan NY US Not Reported,"NA","NA"
Rehabilitation Support Services Inc.,RSS - Supported Housing/Sullivan Co PC Long Stay - Comm Svcs,Adults,(518)464-1511,Not Available,Not Reported,Not Reported,NY,Not Reported,Sullivan,Hudson River,Supported Housing Community Services,Residential,Unlicensed Housing,Not Reported Not Reported Sullivan NY US Not Reported,"NA","NA"
Rehabilitation Support Services Inc.,RSS - Supported Housing/Sullivan County - Comm. Svcs,Adults,(518)464-1511,Not Available,Not Reported,Not Reported,NY,Not Reported,Sullivan,Hudson River,Supported Housing Community Services,Residential,Unlicensed Housing,Not Reported Not Reported Sullivan NY US Not Reported,"NA","NA"
Rockland Children's Psychiatric Center,Rockland CPC / C&Y ICM - Sullivan,Children Adolescents,(845)359-7400,(845)294-7334x28,53 Gibson Road,Goshen,NY,10924,Sullivan,Hudson River,Intensive Case Management,Support,Care Coordination,53 Gibson Road Goshen Sullivan NY US 10924,"NA","NA"
Rockland Psychiatric Center,Rockland PC Sullivan - HHCM,Adults,(845)359-1000,(845)292-8770,Dept Of Community Services,Liberty,NY,12754,Sullivan,Hudson River,Health Home Care Management,Support,Care Coordination,Dept Of Community Services Liberty Sullivan NY US 12754,"NA","NA"
Elmira Psychiatric Center,Elmira PC Tioga - HHCM,Adults,(607)737-4711,(607)565-4327,80 William Donnelly Parkway,Waverly,NY,14892,Tioga,Western New York,Health Home Care Management,Support,Care Coordination,80 William Donnelly Parkway Waverly Tioga NY US 14892,"NA","NA"
Elmira Psychiatric Center,Health Home Non-Medicaid Care Management - Tioga,Children Adolescents,(607)737-4711,(607)737-4741,80 William Donnelly Parkway,Wavery,NY,14892,Tioga,Western New York,Health Home Non-Medicaid Care Management,Support,Care Coordination,80 William Donnelly Parkway Wavery Tioga NY US 14892,"NA","NA"
Finger Lakes Parent Network Inc.,Finger Lakes Parent Network - Tioga,Children Adolescents Adults,(607)776-2164,(607)776-2164,25 West Steuben Street,Bath,NY,14810,Tioga,Western New York,Family Support Services - Children & Family,Support,General Support,25 West Steuben Street Bath Tioga NY US 14810,"NA","NA"
Rehabilitation Support Services Inc.,RSS - Front Street Residence,Adults,(518)464-1511,Not Available,Not Reported,Not Reported,NY,Not Reported,Tioga,Western New York,Congregate/Treatment,Residential,Treatment Program,Not Reported Not Reported Tioga NY US Not Reported,"NA","NA"
Rehabilitation Support Services Inc.,RSS Supp Housing/RCE SH Tioga County - Comm Svcs,Adults,(518)464-1511,Not Available,Not Reported,Not Reported,NY,Not Reported,Tioga,Western New York,Supported Housing Community Services,Residential,Unlicensed Housing,Not Reported Not Reported Tioga NY US Not Reported,"NA","NA"
Rehabilitation Support Services Inc.,RSS - Supported Housing/PC Long Stay Tioga Co. - Comm. Svcs,Adults,(518)464-1511,Not Available,Not Reported,Not Reported,NY,Not Reported,Tioga,Western New York,Supported Housing Community Services,Residential,Unlicensed Housing,Not Reported Not Reported Tioga NY US Not Reported,"NA","NA"
Rehabilitation Support Services Inc.,RSS - Supported Housing/Tioga County - Comm. Svcs,Adults,(518)464-1511,Not Available,Not Reported,Not Reported,NY,Not Reported,Tioga,Western New York,Supported Housing Community Services,Residential,Unlicensed Housing,Not Reported Not Reported Tioga NY US Not Reported,"NA","NA"
Rehabilitation Support Services Inc.,RSS - Tioga Treatment Apartments,Adults,(518)464-1511,Not Available,Not Reported,Not Reported,NY,Not Reported,Tioga,Western New York,Apartment/Treatment,Residential,Treatment Program,Not Reported Not Reported Tioga NY US Not Reported,"NA","NA"
Tioga County Department of Mental Hygiene,Crisis Outreach,Children Adolescents Adults,(607)687-0200,Not Available,Not Reported,Not Reported,NY,Not Reported,Tioga,Western New York,Crisis/Respite Beds,Emergency,Crisis,Not Reported Not Reported Tioga NY US Not Reported,"NA","NA"
Tioga County Department of Mental Hygiene,Outreach,Adults,(607)687-0200,(607)687-8228,Tioga County Veteran'S Srvc Agency,Owego,NY,13827,Tioga,Western New York,Outreach,Support,General Support,Tioga County Veteran'S Srvc Agency Owego Tioga NY US 13827,"NA","NA"
Lakeview Health Services Inc.,Elmshade Community Residence,Adults,(315)789-5501,Not Available,Not Reported,Not Reported,NY,Not Reported,Tompkins,Western New York,Congregate/Treatment,Residential,Treatment Program,Not Reported Not Reported Tompkins NY US Not Reported,"NA","NA"
Lakeview Health Services Inc.,Horizon Apartments,Adults,(315)789-5501,Not Available,Not Reported,Not Reported,NY,Not Reported,Tompkins,Western New York,Apartment/Treatment,Residential,Treatment Program,Not Reported Not Reported Tompkins NY US Not Reported,"NA","NA"
Lakeview Health Services Inc.,Lakeview MH/MRT Supp Housing Tompkins Cty - Comm Svcs,Adults,(315)789-5501,Not Available,Not Reported,Not Reported,NY,Not Reported,Tompkins,Western New York,Supported Housing Community Services,Residential,Unlicensed Housing,Not Reported Not Reported Tompkins NY US Not Reported,"NA","NA"
Lakeview Health Services Inc.,Lakeview Special Needs SRO,Adults,(315)789-5501,Not Available,Not Reported,Not Reported,NY,Not Reported,Tompkins,Western New York,SRO Community Residence,Residential,Treatment Program,Not Reported Not Reported Tompkins NY US Not Reported,"NA","NA"
Lakeview Health Services Inc.,Lakeview Supp Housing/RCE SH Tompkins Cty - Comm Svcs,Adults,(315)789-5501,Not Available,Not Reported,Not Reported,NY,Not Reported,Tompkins,Western New York,Supported Housing Community Services,Residential,Unlicensed Housing,Not Reported Not Reported Tompkins NY US Not Reported,"NA","NA"
Lakeview Health Services Inc.,Lakeview-Supported Housing - Tompkins County - Comm. Svcs,Adults,(315)789-5501,Not Available,Not Reported,Not Reported,NY,Not Reported,Tompkins,Western New York,Supported Housing Community Services,Residential,Unlicensed Housing,Not Reported Not Reported Tompkins NY US Not Reported,"NA","NA"
Lakeview Health Services Inc.,Markham Residence,Adults,(315)789-5501,Not Available,Not Reported,Not Reported,NY,Not Reported,Tompkins,Western New York,Congregate/Treatment,Residential,Treatment Program,Not Reported Not Reported Tompkins NY US Not Reported,"NA","NA"
Unity House of Cayuga County Inc.,Tompkins/Tioga County Crisis Respite Bed,Adults,(315)253-6227,Not Available,Not Reported,Not Reported,NY,Not Reported,Tompkins,Western New York,Crisis/Respite Beds,Emergency,Crisis,Not Reported Not Reported Tompkins NY US Not Reported,"NA","NA"
Unity House of Cayuga County Inc.,UH Cayuga Supp Housing/RCE SH Tompkins Cty - Comm Svcs,Adults,(315)253-6227,Not Available,Not Reported,Not Reported,NY,Not Reported,Tompkins,Western New York,Supported Housing Community Services,Residential,Unlicensed Housing,Not Reported Not Reported Tompkins NY US Not Reported,"NA","NA"
Unity House of Cayuga County Inc.,Unity House Cayuga SH/PC Long Stay Tompkins Cty-Comm Svcs,Adults,(315)253-6227,Not Available,Not Reported,Not Reported,NY,Not Reported,Tompkins,Western New York,Supported Housing Community Services,Residential,Unlicensed Housing,Not Reported Not Reported Tompkins NY US Not Reported,"NA","NA"
Unity House of Cayuga County Inc.,Unity House Cayuga/Supp Housing Tompkins Cty - Comm Svcs,Adults,(315)253-6227,Not Available,Not Reported,Not Reported,NY,Not Reported,Tompkins,Western New York,Supported Housing Community Services,Residential,Unlicensed Housing,Not Reported Not Reported Tompkins NY US Not Reported,"NA","NA"
Access: Supports for Living Inc.,Ulster Crisis Intervention Program,Children Adolescents Adults,(845)692-4454,(845)692-4454x7104,16-24 Union Street,Middletown,NY,10940,Ulster,Hudson River,Crisis  Intervention,Emergency,Crisis,16-24 Union Street Middletown Ulster NY US 10940,"NA","NA"
Astor Services for Children & Families,Astor Counseling - Kingston,Children Adolescents,(845)871-1000,(845)340-4105,239 Golden Hill Lane,Kingston,NY,12401-6441,Ulster,Hudson River,Clinic Treatment,Outpatient,Clinic Treatment,239 Golden Hill Lane Kingston Ulster NY US 12401-6441,"NA","NA"
Astor Services for Children & Families,Health  Home Care Management C&Y,Children Adolescents,(845)871-1000,(845)616-5289,13 Mr. Carmel Place,Poughkeepsie,NY,12601,Ulster,Hudson River,Health Home Care Management,Support,Care Coordination,13 Mr. Carmel Place Poughkeepsie Ulster NY US 12601,"NA","NA"
Central New York Psychiatric Center,Eastern Mental Health Unit,Adults,(315)765-3600,(845)647-8577,Eastern Correctional Facility,Napanoch,NY,12458,Ulster,Hudson River,Prison-based Forensic Mental Health Units,Support,Forensics,Eastern Correctional Facility Napanoch Ulster NY US 12458,"NA","NA"
Central New York Psychiatric Center,Shawangunk Mental Health Unit,Adults,(315)765-3600,(845)895-9159,Shawangunk Correctional Facility,Wallkill,NY,12589,Ulster,Hudson River,Prison-based Forensic Mental Health Units,Support,Forensics,Shawangunk Correctional Facility Wallkill Ulster NY US 12589,"NA","NA"
Central New York Psychiatric Center,Ulster Mental Health Unit,Adults,(315)765-3600,(845)647-1670,Ulster Correctional Facility,Napanoch,NY,12458,Ulster,Hudson River,Prison-based Forensic Mental Health Units,Support,Forensics,Ulster Correctional Facility Napanoch Ulster NY US 12458,"NA","NA"
Central New York Psychiatric Center,Wallkill Mental Health Unit,Adults,(315)765-3600,(845)895-2021,P.O. Box G,Wallkill,NY,12589,Ulster,Hudson River,Prison-based Forensic Mental Health Units,Support,Forensics,P.O. Box G Wallkill Ulster NY US 12589,"NA","NA"
Gateway Community Industries Inc.,Gateway Manor,Adults,(845)331-1261,Not Available,Not Reported,Not Reported,NY,Not Reported,Ulster,Hudson River,Congregate/Treatment,Residential,Treatment Program,Not Reported Not Reported Ulster NY US Not Reported,"NA","NA"
Gateway Community Industries Inc.,Gateway SH/Ulster Co. PC Long Stay - Comm. Svcs,Adults,(845)331-1261,Not Available,Not Reported,Not Reported,NY,Not Reported,Ulster,Hudson River,Supported Housing Community Services,Residential,Unlicensed Housing,Not Reported Not Reported Ulster NY US Not Reported,"NA","NA"
Gateway Community Industries Inc.,Gateway SH/Ulster Gardens II SH - Comm Svcs,Adults,(845)331-1261,Not Available,Not Reported,Not Reported,NY,Not Reported,Ulster,Hudson River,Supported Housing Community Services,Residential,Unlicensed Housing,Not Reported Not Reported Ulster NY US Not Reported,"NA","NA"
Gateway Community Industries Inc.,Gateway - Supported Housing - Ulster County - Comm. Svcs,Adults,(845)331-1261,Not Available,Not Reported,Not Reported,NY,Not Reported,Ulster,Hudson River,Supported Housing Community Services,Residential,Unlicensed Housing,Not Reported Not Reported Ulster NY US Not Reported,"NA","NA"
Gateway Community Industries Inc.,Newkirk Project Apartments,Adults,(845)331-1261,Not Available,Not Reported,Not Reported,NY,Not Reported,Ulster,Hudson River,Apartment/Treatment,Residential,Treatment Program,Not Reported Not Reported Ulster NY US Not Reported,"NA","NA"
Gateway Community Industries Inc.,Rivertown Apartments,Adults,(845)331-1261,Not Available,Not Reported,Not Reported,NY,Not Reported,Ulster,Hudson River,Apartment/Treatment,Residential,Treatment Program,Not Reported Not Reported Ulster NY US Not Reported,"NA","NA"
Howard Henry & Ben dba Woodstock Manor,Woodstock Manor,Adults,(845)679-2761,Not Available,Not Reported,Not Reported,NY,Not Reported,Ulster,Hudson River,Congregate/Support,Residential,Support Program,Not Reported Not Reported Ulster NY US Not Reported,"NA","NA"
Hudson Valley Mental Health Inc.,Kingston Mental Health Clinic,Adults,(845)486-2703x310,(845)340-4000,239 Golden Hill Lane,Kingston,NY,12401-6441,Ulster,Hudson River,Clinic Treatment,Outpatient,Clinic Treatment,239 Golden Hill Lane Kingston Ulster NY US 12401-6441,"NA","NA"
Mental Health Association in Ulster County,Family Support 124,Children Adolescents,(845)336-4747,(845)336-4747x131,221 Tuytenbridge Road,Kingston,NY,12402-2304,Ulster,Hudson River,Family Support Services - Children & Family,Support,General Support,221 Tuytenbridge Road Kingston Ulster NY US 12402-2304,"NA","NA"
Mental Health Association in Ulster County,MHA of Ulster Co. - Supported Housing - Comm. Svcs,Adults,(845)336-4747,Not Available,Not Reported,Not Reported,NY,Not Reported,Ulster,Hudson River,Supported Housing Community Services,Residential,Unlicensed Housing,Not Reported Not Reported Ulster NY US Not Reported,"NA","NA"
Mental Health Association in Ulster County,MHA Treatment Apartment Program,Adults,(845)336-4747,Not Available,Not Reported,Not Reported,NY,Not Reported,Ulster,Hudson River,Apartment/Treatment,Residential,Treatment Program,Not Reported Not Reported Ulster NY US Not Reported,"NA","NA"
Mental Health Association in Ulster County,NYSCASA 148,Adults,(845)336-4747,(845)336-4747x145,221 Tuytenbridge Road,Kingston,NY,12402-2304,Ulster,Hudson River,Advocacy/Support Services,Support,Self-Help,221 Tuytenbridge Road Kingston Ulster NY US 12402-2304,"NA","NA"
Mental Health Association in Ulster County,The Locust Street Apartment Program,Adults,(845)336-4747,Not Available,Not Reported,Not Reported,NY,Not Reported,Ulster,Hudson River,Apartment/Treatment,Residential,Treatment Program,Not Reported Not Reported Ulster NY US Not Reported,"NA","NA"
Mental Health Association in Ulster County,Tri-County Family Support 111,Children Adolescents,(845)336-4747,(845)336-4747x131,221 Tuytenbridge Road,Kingston,NY,12402-2304,Ulster,Hudson River,Family Support Services - Children & Family,Support,General Support,221 Tuytenbridge Road Kingston Ulster NY US 12402-2304,"NA","NA"
Mental Health Association in Ulster County,Tuytenbridge Road Training Apartments,Adults,(845)336-4747,Not Available,Not Reported,Not Reported,NY,Not Reported,Ulster,Hudson River,Apartment/Treatment,Residential,Treatment Program,Not Reported Not Reported Ulster NY US Not Reported,"NA","NA"
Mental Health Association in Ulster County,Willow Park Space 126,Adults,(845)336-4747,(845)336-4747x145,221 Tuytenbridge Road,Kingston,NY,12402-2304,Ulster,Hudson River,Advocacy/Support Services,Support,Self-Help,221 Tuytenbridge Road Kingston Ulster NY US 12402-2304,"NA","NA"
Projects to Empower and Organize the Psychiat,PEOPLe SH/Ulster County PC Long Stay-Comm Svcs,Adults,(845)452-2728,Not Available,Not Reported,Not Reported,NY,Not Reported,Ulster,Hudson River,Supported Housing Community Services,Residential,Unlicensed Housing,Not Reported Not Reported Ulster NY US Not Reported,"NA","NA"
Projects to Empower and Organize the Psychiat,PEOPLe Supp Housing/Transformation SH Ulster Cty - Comm Svcs,Adults,(845)452-2728,Not Available,Not Reported,Not Reported,NY,Not Reported,Ulster,Hudson River,Supported Housing Community Services,Residential,Unlicensed Housing,Not Reported Not Reported Ulster NY US Not Reported,"NA","NA"
Projects to Empower and Organize the Psychiat,PEOPLe Supp Housing/Ulster County Comm Svcs,Adults,(845)452-2728,Not Available,Not Reported,Not Reported,NY,Not Reported,Ulster,Hudson River,Supported Housing Community Services,Residential,Unlicensed Housing,Not Reported Not Reported Ulster NY US Not Reported,"NA","NA"
Rehabilitation Support Services Inc.,RSS - Ulster Apartments,Adults,(518)464-1511,Not Available,Not Reported,Not Reported,NY,Not Reported,Ulster,Hudson River,Apartment/Treatment,Residential,Treatment Program,Not Reported Not Reported Ulster NY US Not Reported,"NA","NA"
Rehabilitation Support Services Inc.,RSS/ULSTER COUNTY RCE SUPPORTED HOUSING C/M-Comm.Svcs,Adults,(518)464-1511,Not Available,Not Reported,Not Reported,NY,Not Reported,Ulster,Hudson River,Supported Housing Community Services,Residential,Unlicensed Housing,Not Reported Not Reported Ulster NY US Not Reported,"NA","NA"
Rehabilitation Support Services Inc.,RSS/ULSTER COUNTY SUPPORTED HOUSING C/M-Comm.Svcs,Adults,(518)464-1511,Not Available,Not Reported,Not Reported,NY,Not Reported,Ulster,Hudson River,Supported Housing Community Services,Residential,Unlicensed Housing,Not Reported Not Reported Ulster NY US Not Reported,"NA","NA"
The Institute for Family Health,Ulster County Partnership Innovation for Older Adults,Adults,(212)633-0800,(845)255-2930,279 Main Street Suite 102,New Paltz,NY,12561,Ulster,Hudson River,Geriatric Demo Gatekeeper,Support,General Support,279 Main Street Suite 102 New Paltz Ulster NY US 12561,"NA","NA"
Ulster County Mental Health Department,Bridger,Not Reported,(845)340-4110,(845)340-4110,239 Golden Hill Lane,Kingston,NY,12401,Ulster,Hudson River,Transition Management Services,Support,Care Coordination,239 Golden Hill Lane Kingston Ulster NY US 12401,"NA","NA"
LivingWorks Education LP,Applied Suicide Intervention Skills Training and safeTALK,Not Reported,(910)867-8822,(910)867-8822,440 Summerlea Drive,Fayetteville,NC,28311,USA Not NYS,Unknown or NA,Outreach,Support,General Support,440 Summerlea Drive Fayetteville USA Not NYS NC US 28311,"NA","NA"
UMDNJ-SHRP,Academy of Peer Services,Not Reported,(908)889-2438,(908)889-2438,1776 Raritan Road,Scotch Plains,NJ,07076-2928,USA Not NYS,Unknown or NA,Advocacy/Support Services,Support,Self-Help,1776 Raritan Road Scotch Plains USA Not NYS NJ US 07076-2928,"NA","NA"
Warren-Washington Association for Mental Heal,Warren-Washington AMH / Supported Housing - Comm. Svcs,Adults,(518)747-2284,Not Available,Not Reported,Not Reported,NY,Not Reported,Warren,Hudson River,Supported Housing Community Services,Residential,Unlicensed Housing,Not Reported Not Reported Warren NY US Not Reported,"NA","NA"
Warren-Washington Association for Mental Heal,WWAMH/Genesis Community Residence,Adults,(518)747-2284,Not Available,Not Reported,Not Reported,NY,Not Reported,Warren,Hudson River,Congregate/Treatment,Residential,Treatment Program,Not Reported Not Reported Warren NY US Not Reported,"NA","NA"
Warren-Washington Association for Mental Heal,WWAMH SH/Transformation Supp Housing - Comm Svcs,Adults,(518)747-2284,Not Available,Not Reported,Not Reported,NY,Not Reported,Warren,Hudson River,Supported Housing Community Services,Residential,Unlicensed Housing,Not Reported Not Reported Warren NY US Not Reported,"NA","NA"
Warren-Washington Association for Mental Heal,WWAMH SH/Warren Washington County PC Long Stay - Comm Svcs,Adults,(518)747-2284,Not Available,Not Reported,Not Reported,NY,Not Reported,Warren,Hudson River,Supported Housing Community Services,Residential,Unlicensed Housing,Not Reported Not Reported Warren NY US Not Reported,"NA","NA"
Central New York Psychiatric Center,Great Meadow Behavioral Health Unit,Adults,(315)765-3600,(518)639-5516,Great Meadow Correctional Facility,Comstock,NY,12821,Washington,Hudson River,Prison-based Forensic Mental Health Units,Support,Forensics,Great Meadow Correctional Facility Comstock Washington NY US 12821,"NA","NA"
Central New York Psychiatric Center,Great Meadow OMH Satellite Unit,Adults,(315)765-3600,(518)639-4117,Great Meadow Correctional Facility,Comstock,NY,12821,Washington,Hudson River,Prison-based Forensic Mental Health Units,Support,Forensics,Great Meadow Correctional Facility Comstock Washington NY US 12821,"NA","NA"
Projects to Empower and Organize the Psychiat,Advocacy/Support Services,Adults,(845)452-2728,(518)502-1172,6 Montcalm Street,Glens Falls,NY,12801,Washington,Hudson River,Advocacy/Support Services,Support,Self-Help,6 Montcalm Street Glens Falls Washington NY US 12801,"NA","NA"
Warren-Washington Association for Mental Heal,Caleo Counseling Services,Children Adolescents Adults,(518)747-2284,(518)747-8243,3043 State Route 4,Hudson Falls,NY,12839-9632,Washington,Hudson River,Clinic Treatment,Outpatient,Clinic Treatment,3043 State Route 4 Hudson Falls Washington NY US 12839-9632,"NA","NA"
Warren-Washington Association for Mental Heal,Warren-Washington AMH Youth Health Home Care Management,Children Adolescents,(518)747-2284,(518)793-2352,230 Maple Street,Glens Fall,NY,12801,Washington,Hudson River,Health Home Care Management,Support,Care Coordination,230 Maple Street Glens Fall Washington NY US 12801,"NA","NA"
Warren-Washington Association for Mental Heal,Warren-Washington AMH Youth Health Home Non Mediciad CM,Children Adolescents,(518)747-2284,(518)793-2352,230 Maple Street,Glens Fall,NY,12801,Washington,Hudson River,Health Home Non-Medicaid Care Management,Support,Care Coordination,230 Maple Street Glens Fall Washington NY US 12801,"NA","NA"
Warren-Washington Association for Mental Heal,WWAMH/Community Living Apartments,Adults,(518)747-2284,Not Available,Not Reported,Not Reported,NY,Not Reported,Washington,Hudson River,Apartment/Treatment,Residential,Treatment Program,Not Reported Not Reported Washington NY US Not Reported,"NA","NA"
Warren-Washington Association for Mental Heal,WWAMH/MRT SH Warren-Wash Counties - Comm Svcs,Adults,(518)747-2284,Not Available,Not Reported,Not Reported,NY,Not Reported,Washington,Hudson River,Supported Housing Community Services,Residential,Unlicensed Housing,Not Reported Not Reported Washington NY US Not Reported,"NA","NA"
Warren-Washington Association for Mental Heal,WWAMH/Pearl Street Residence,Adults,(518)747-2284,Not Available,Not Reported,Not Reported,NY,Not Reported,Washington,Hudson River,Congregate/Treatment,Residential,Treatment Program,Not Reported Not Reported Washington NY US Not Reported,"NA","NA"
Washington County Community Service Administr,Respite Services,Children Adolescents Adults,(518)792-7143,(518)792-7143,230 Maple Street,Glens Falls,NY,12801,Washington,Hudson River,Respite Services,Support,General Support,230 Maple Street Glens Falls Washington NY US 12801,"NA","NA"
ABVI Goodwill Industries Greater Rochester,2-1-1/LIFE LINE/Wayne,Children Adolescents Adults,(585)697-5792,(585)232-1111,422 South Clinton Avenue,Rochester,NY,14620,Wayne,Western New York,Advocacy/Support Services,Support,Self-Help,422 South Clinton Avenue Rochester Wayne NY US 14620,"NA","NA"
DePaul Community Services Inc.,DePaul Supp Housing/Transformation SH Wayne Cty - Comm Svcs,Adults,(585)426-8000,Not Available,Not Reported,Not Reported,NY,Not Reported,Wayne,Western New York,Supported Housing Community Services,Residential,Unlicensed Housing,Not Reported Not Reported Wayne NY US Not Reported,"NA","NA"
DePaul Community Services Inc.,Wayne County Transitional Care Services,Adults,(585)426-8000,Not Available,Not Reported,Not Reported,NY,Not Reported,Wayne,Western New York,Crisis/Respite Beds,Emergency,Crisis,Not Reported Not Reported Wayne NY US Not Reported,"NA","NA"
Finger Lakes Parent Network Inc.,Finger Lakes Parent Network - Wayne,Children Adolescents Adults,(607)776-2164,(607)776-2164,25 West Steuben Street,Bath,NY,14810,Wayne,Western New York,Family Support Services - Children & Family,Support,General Support,25 West Steuben Street Bath Wayne NY US 14810,"NA","NA"
Lakeview Health Services Inc.,Lakeview MH/MRT Supp Housing Wayne Cty - Comm Svcs,Adults,(315)789-5501,Not Available,Not Reported,Not Reported,NY,Not Reported,Wayne,Western New York,Supported Housing Community Services,Residential,Unlicensed Housing,Not Reported Not Reported Wayne NY US Not Reported,"NA","NA"
Lakeview Health Services Inc.,Lakeview Supp Housing/RCE SH Wayne County - Comm Svcs,Adults,(315)789-5501,Not Available,Not Reported,Not Reported,NY,Not Reported,Wayne,Western New York,Supported Housing Community Services,Residential,Unlicensed Housing,Not Reported Not Reported Wayne NY US Not Reported,"NA","NA"
Lakeview Health Services Inc.,Lakeview-Supported Housing - Wayne County - Comm. Svcs,Adults,(315)789-5501,Not Available,Not Reported,Not Reported,NY,Not Reported,Wayne,Western New York,Supported Housing Community Services,Residential,Unlicensed Housing,Not Reported Not Reported Wayne NY US Not Reported,"NA","NA"
Lakeview Health Services Inc.,Macedon SP-SRO,Adults,(315)789-5501,Not Available,Not Reported,Not Reported,NY,Not Reported,Wayne,Western New York,Supported/Single Room Occupancy (SRO),Residential,Unlicensed Housing,Not Reported Not Reported Wayne NY US Not Reported,"NA","NA"
Lakeview Health Services Inc.,Woodland Commons,Adults,(315)789-5501,Not Available,Not Reported,Not Reported,NY,Not Reported,Wayne,Western New York,Apartment/Treatment,Residential,Treatment Program,Not Reported Not Reported Wayne NY US Not Reported,"NA","NA"
Unity House of Cayuga County Inc.,Unity House Cayuga Supported Housing/Wayne County -Comm.Svcs,Adults,(315)253-6227,Not Available,Not Reported,Not Reported,NY,Not Reported,Wayne,Western New York,Supported Housing Community Services,Residential,Unlicensed Housing,Not Reported Not Reported Wayne NY US Not Reported,"NA","NA"
Unity House of Cayuga County Inc.,Unity House - Supported Housing/Wayne Co. - Comm. Svcs,Adults,(315)253-6227,Not Available,Not Reported,Not Reported,NY,Not Reported,Wayne,Western New York,Supported Housing Community Services,Residential,Unlicensed Housing,Not Reported Not Reported Wayne NY US Not Reported,"NA","NA"
Villa of Hope,Tuckahoe Road Children's Community Residence,Children Adolescents,(585)865-1550,Not Available,Not Reported,Not Reported,NY,Not Reported,Wayne,Western New York,Children & Youth Community Residence,Residential,Treatment Program,Not Reported Not Reported Wayne NY US Not Reported,"NA","NA"
Villa of Hope,Villa of Hope Wayne Children's HCBS Waiver ICC,Children Adolescents,(585)865-1550,(585)328-0740,1099 Jay Street,Rochester,NY,14611,Wayne,Western New York,Children's HCBS Waiver Individualized Care Coordination,Support,Care Coordination,1099 Jay Street Rochester Wayne NY US 14611,"NA","NA"
Abbott House Inc.,Abbott House Mental Health Clinic,Children Adolescents Adults,(914)591-7300,(914)591-7300,100 North Broadway,Irvington,NY,10533-1246,Westchester,Hudson River,Clinic Treatment,Outpatient,Clinic Treatment,100 North Broadway Irvington Westchester NY US 10533-1246,"NA","NA"
Abbott House Inc.,Pleasantville Community Residence,Children Adolescents,(914)591-7300,Not Available,Not Reported,Not Reported,NY,Not Reported,Westchester,Hudson River,Children & Youth Community Residence,Residential,Treatment Program,Not Reported Not Reported Westchester NY US Not Reported,"NA","NA"
Apropos Housing Opportunities and Management,A-Home - Scattered Supported Housing Westchester - Comm Svcs,Adults,(914)741-0740,Not Available,Not Reported,Not Reported,NY,Not Reported,Westchester,Hudson River,Supported Housing Community Services,Residential,Unlicensed Housing,Not Reported Not Reported Westchester NY US Not Reported,"NA","NA"
Apropos Housing Opportunities and Management,Supported Housing - Grove Street Mt. Kisco - Comm. Svcs,Adults,(914)741-0740,Not Available,Not Reported,Not Reported,NY,Not Reported,Westchester,Hudson River,Supported Housing Community Services,Residential,Unlicensed Housing,Not Reported Not Reported Westchester NY US Not Reported,"NA","NA"
Association of Community Living Agencies,Advocacy/Support,Adults,(518)688-1682,(518)688-1682x225,632 Plank Road,Clifton Park,NY,12065,Westchester,Hudson River,Advocacy/Support Services,Support,Self-Help,632 Plank Road Clifton Park Westchester NY US 12065,"NA","NA"
CAREERS Support Solutions Inc.,Valhalla Office,Adults,(914)741-8500,(914)741-8500x111,401 Columbua Avenue,Valhalla,NY,10595,Westchester,Hudson River,Ongoing Integrated Supported Employment Services,Support,Vocational,401 Columbua Avenue Valhalla Westchester NY US 10595,"NA","NA"
Central New York Psychiatric Center,Bedford Hills OMH Satellite Unit,Adults,(315)765-3600,(914)666-7280,Harris Road,Bedford Hills,NY,10507,Westchester,Hudson River,Prison-based Forensic Mental Health Units,Support,Forensics,Harris Road Bedford Hills Westchester NY US 10507,"NA","NA"
